x,y,z
-4.98325,-8.46121,13.8232
-5.34496,-9.10327,13.907
-5.73529,-9.7854,14.0573
-6.15528,-10.5062,14.2826
-6.60565,-11.2627,14.5922
-7.08671,-12.0504,14.9958
-7.59818,-12.8621,15.5038
-8.13901,-13.6884,16.1269
-8.70719,-14.5162,16.8752
-9.29952,-15.3292,17.7576
-9.91132,-16.1072,18.7811
-10.5363,-16.8258,19.9493
-11.1662,-17.4573,21.2615
-11.7908,-17.9709,22.7105
-12.3978,-18.3344,24.2819
-12.9731,-18.5159,25.9523
-13.5009,-18.4866,27.6895
-13.9645,-18.2237,29.4521
-14.3472,-17.7139,31.1911
-14.6328,-16.9555,32.8531
-14.8075,-15.9611,34.3831
-14.8606,-14.7572,35.7301
-14.7854,-13.3836,36.8509
-14.5805,-11.8901,37.7143
-14.2494,-10.3319,38.3038
-13.8007,-8.76531,38.618
-13.2473,-7.24217,38.6699
-12.6056,-5.80659,38.4842
-11.8939,-4.49222,38.0932
-11.1317,-3.32136,37.5337
-10.3381,-2.30536,36.8431
-9.53085,-1.44607,36.0565
-8.72606,-0.73779,35.2053
-7.93733,-0.169459,34.3155
-7.17577,0.273351,33.4081
-6.44996,0.606708,32.4991
-5.76613,0.846999,31.5998
-5.12837,1.00998,30.7181
-4.53894,1.11019,29.8591
-3.99857,1.16059,29.0255
-3.50677,1.17246,28.2185
-3.06211,1.15539,27.4382
-2.66247,1.11736,26.6841
-2.30521,1.06493,25.9552
-1.98743,1.00335,25.2503
-1.70601,0.936781,24.5682
-1.45782,0.86845,23.9076
-1.23973,0.800791,23.2674
-1.04873,0.735596,22.6465
-0.881936,0.674141,22.0439
-0.736646,0.617282,21.4587
-0.610347,0.565555,20.8901
-0.50073,0.519241,20.3374
-0.405685,0.478439,19.8
-0.323301,0.44311,19.2773
-0.25186,0.41312,18.7688
-0.189821,0.388277,18.2741
-0.13581,0.368352,17.7926
-0.0886067,0.353104,17.324
-0.0471298,0.342293,16.8679
-0.0104233,0.335694,16.424
0.0223575,0.333103,15.9918
0.0519592,0.334349,15.5711
0.0790422,0.339292,15.1616
0.104193,0.347832,14.7629
0.127934,0.359907,14.3749
0.150736,0.375497,13.9971
0.173022,0.394627,13.6294
0.195181,0.417363,13.2715
0.217574,0.44382,12.9231
0.24054,0.474155,12.5841
0.264403,0.508577,12.2542
0.289479,0.547343,11.9332
0.31608,0.590762,11.6209
0.344521,0.639201,11.3171
0.375125,0.693082,11.0216
0.408227,0.752893,10.7344
0.444179,0.819187,10.4552
0.483358,0.892592,10.184
0.526165,0.973814,9.92069
0.573039,1.06365,9.66516
0.624453,1.16299,9.4174
0.680927,1.27282,9.17743
0.74303,1.39426,8.9453
0.811391,1.52853,8.72111
0.8867,1.67702,8.50505
0.969722,1.84125,8.29735
1.0613,2.02291,8.09836
1.16237,2.22388,7.90855
1.27397,2.44624,7.7285
1.39723,2.69226,7.55898
1.53341,2.96449,7.40095
1.68393,3.26568,7.25563
1.8503,3.59887,7.12453
2.03423,3.96736,7.00953
2.23758,4.37475,6.91295
2.46238,4.82488,6.83767
2.71085,5.32185,6.78718
2.98541,5.87001,6.7658
3.28867,6.47382,6.77875
3.6234,7.13783,6.8324
3.99256,7.86648,6.93442
4.39923,8.66391,7.09407
4.84655,9.53364,7.32236
5.33768,10.4782,7.63237
5.87561,11.4984,8.03938
6.46306,12.5929,8.56111
7.10218,13.757,9.21766
7.79428,14.9818,10.0314
8.53944,16.2524,11.0263
9.33597,17.5469,12.2273
10.1798,18.8347,13.6582
11.064,20.0748,15.3395
11.9777,21.2156,17.2854
12.9057,22.1948,19.4987
13.828,22.9412,21.9669
14.7191,23.379,24.6568
15.5492,23.4344,27.5107
16.2844,23.0445,30.4451
16.8893,22.1681,33.3532
17.3291,20.796,36.1116
17.5736,18.9577,38.593
17.6,16.7237,40.681
17.3963,14.1997,42.2858
16.9629,11.5147,43.3562
16.313,8.80442,43.8848
15.471,6.1948,43.9059
14.4699,3.78813,43.4866
13.3479,1.65535,42.7139
12.1446,-0.16553,41.6815
10.898,-1.66588,40.4788
9.64234,-2.85985,39.1828
8.40619,-3.77685,37.8553
7.2123,-4.45454,36.5414
6.07748,-4.9333,35.2718
5.01311,-5.25237,34.065
4.02593,-5.44754,32.9302
3.11883,-5.54997,31.8702
2.29171,-5.58589,30.8833
1.54221,-5.57683,29.9654
0.866361,-5.54009,29.1112
0.259099,-5.48929,28.3149
-0.285298,-5.43502,27.5708
-0.772893,-5.38537,26.8738
-1.20984,-5.34646,26.2194
-1.60221,-5.32281,25.6037
-1.95587,-5.31772,25.0235
-2.27638,-5.33355,24.4764
-2.56898,-5.37192,23.9604
-2.83853,-5.43396,23.4741
-3.0895,-5.52037,23.0167
-3.32601,-5.63158,22.5875
-3.5518,-5.76783,22.1866
-3.77029,-5.9292,21.8141
-3.98456,-6.11568,21.4705
-4.1974,-6.32718,21.1567
-4.41131,-6.56355,20.8737
-4.62855,-6.82454,20.623
-4.85114,-7.10983,20.4062
-5.08085,-7.41894,20.2252
-5.31924,-7.75126,20.0822
-5.56766,-8.10592,19.9796
-5.82723,-8.4818,19.9202
-6.09883,-8.87738,19.9067
-6.38311,-9.29071,19.9423
-6.68042,-9.71929,20.0303
-6.99085,-10.16,20.1737
-7.3141,-10.6089,20.3759
-7.64952,-11.0614,20.6399
-7.99603,-11.5117,20.9682
-8.35204,-11.9533,21.3631
-8.71548,-12.3785,21.8258
-9.08367,-12.7789,22.3566
-9.45334,-13.1449,22.9544
-9.82059,-13.4665,23.6164
-10.1809,-13.733,24.3379
-10.5292,-13.934,25.112
-10.8599,-14.0593,25.9294
-11.1671,-14.0998,26.7785
-11.4444,-14.048,27.6453
-11.6857,-13.8987,28.5139
-11.885,-13.6496,29.3669
-12.0369,-13.3017,30.186
-12.1366,-12.8594,30.9532
-12.1805,-12.331,31.6511
-12.1661,-11.7277,32.2643
-12.0927,-11.064,32.7802
-11.9609,-10.356,33.1894
-11.7727,-9.62136,33.4862
-11.532,-8.87764,33.6689
-11.2437,-8.14174,33.7393
-10.9138,-7.42896,33.7025
-10.5491,-6.7524,33.5664
-10.1569,-6.12256,33.3404
-9.74473,-5.54722,33.0357
-9.31985,-5.03145,32.6635
-8.88932,-4.57781,32.2352
-8.45961,-4.18676,31.7616
-8.03657,-3.85695,31.2528
-7.62525,-3.58572,30.7175
-7.22996,-3.36947,30.1638
-6.8542,-3.20399,29.5981
-6.50072,-3.08481,29.0261
-6.17159,-3.0074,28.4525
-5.86826,-2.96739,27.881
-5.59164,-2.96071,27.3147
-5.34216,-2.98365,26.756
-5.11991,-3.03293,26.2071
-4.92465,-3.10572,25.6694
-4.75594,-3.19965,25.1443
-4.61317,-3.31278,24.6331
-4.49561,-3.4436,24.1365
-4.4025,-3.59096,23.6557
-4.33304,-3.75409,23.1914
-4.28646,-3.93249,22.7444
-4.26201,-4.12596,22.3158
-4.25903,-4.33454,21.9063
-4.27693,-4.55845,21.517
-4.31518,-4.79807,21.149
-4.37338,-5.05394,20.8036
-4.4512,-5.32667,20.482
-4.54841,-5.61692,20.1859
-4.66487,-5.92539,19.917
-4.80051,-6.25275,19.6772
-4.95533,-6.59959,19.4687
-5.12938,-6.9664,19.2938
-5.32276,-7.35348,19.1553
-5.53556,-7.76087,19.056
-5.76784,-8.1883,18.9993
-6.01964,-8.63509,18.9885
-6.29089,-9.10002,19.0274
-6.58137,-9.58127,19.12
-6.8907,-10.0763,19.2702
-7.21822,-10.5815,19.4822
-7.56298,-11.0926,19.7601
-7.92363,-11.604,20.1074
-8.29837,-12.1088,20.5276
-8.68485,-12.5991,21.023
-9.08012,-13.0654,21.595
-9.48058,-13.4972,22.2436
-9.88189,-13.8829,22.9669
-10.279,-14.2101,23.7607
-10.6661,-14.466,24.6183
-11.0367,-14.6381,25.5299
-11.3839,-14.7148,26.4831
-11.7004,-14.6862,27.4621
-11.9786,-14.545,28.4486
-12.2113,-14.2871,29.4223
-12.3916,-13.9126,30.3613
-12.5137,-13.4259,31.2437
-12.5727,-12.8361,32.0484
-12.5656,-12.1563,32.7563
-12.4907,-11.4038,33.3518
-12.3487,-10.5982,33.8233
-12.1417,-9.76089,34.1639
-11.8742,-8.91331,34.3716
-11.5517,-8.07604,34.4491
-11.1816,-7.26754,34.403
-10.7717,-6.50343,34.2433
-10.3309,-5.79595,33.9821
-9.8677,-5.15383,33.6331
-9.3909,-4.5824,33.2102
-8.90861,-4.08391,32.727
-8.42831,-3.65801,32.1964
-7.95661,-3.30228,31.6301
-7.49918,-3.01278,31.0381
-7.06074,-2.78458,30.4293
-6.64505,-2.61215,29.8107
-6.25497,-2.48979,29.1883
-5.89257,-2.41187,28.5668
-5.55917,-2.37304,27.95
-5.25549,-2.36841,27.3408
-4.98175,-2.39359,26.7415
-4.73773,-2.44475,26.1536
-4.52293,-2.51866,25.5786
-4.3366,-2.61261,25.0176
-4.17781,-2.72444,24.4712
-4.04558,-2.85249,23.9403
-3.93884,-2.99553,23.4254
-3.85657,-3.15274,22.9271
-3.79775,-3.32365,22.446
-3.76145,-3.50812,21.9826
-3.74682,-3.70625,21.5377
-3.75311,-3.91841,21.112
-3.77969,-4.14513,20.7062
-3.82605,-4.38713,20.3213
-3.8918,-4.64527,19.9585
-3.97667,-4.92048,19.6189
-4.08053,-5.21379,19.304
-4.20333,-5.52625,19.0154
-4.34515,-5.85892,18.7551
-4.50615,-6.21281,18.5251
-4.68658,-6.58886,18.3278
-4.88672,-6.98785,18.1661
-5.10692,-7.41036,18.043
-5.34752,-7.85667,17.9619
-5.60885,-8.3267,17.9266
-5.89116,-8.81985,17.9413
-6.19461,-9.33493,18.0105
-6.51919,-9.86998,18.1389
-6.86465,-10.4221,18.3317
-7.23044,-10.9874,18.5939
-7.61566,-11.5606,18.9306
-8.01888,-12.1351,19.3466
-8.43814,-12.7027,19.8462
-8.87079,-13.2536,20.4328
-9.31342,-13.7761,21.1083
-9.76175,-14.2571,21.8727
-10.2106,-14.6821,22.724
-10.6539,-15.0356,23.6568
-11.0845,-15.3015,24.6625
-11.4945,-15.4644,25.7289
-11.8755,-15.51,26.8393
-12.2184,-15.4265,27.9738
-12.5141,-15.2058,29.1088
-12.7539,-14.8446,30.2181
-12.9297,-14.3448,31.2745
-13.0349,-13.7146,32.2508
-13.0643,-12.968,33.1219
-13.015,-12.1242,33.8662
-12.8864,-11.2069,34.4671
-12.6802,-10.2424,34.9138
-12.4006,-9.25779,35.2021
-12.054,-8.27952,35.334
-11.6487,-7.33157,35.317
-11.194,-6.43432,35.1632
-10.7003,-5.60377,34.8877
-10.1782,-4.85125,34.5076
-9.63831,-4.18357,34.0407
-9.09046,-3.60342,33.5041
-8.54376,-3.11006,32.914
-8.0062,-2.70002,32.2846
-7.48459,-2.36794,31.6283
-6.98453,-2.10719,30.9553
-6.51039,-1.91049,30.2742
-6.06546,-1.7704,29.5914
-5.65198,-1.67967,28.9122
-5.27132,-1.63152,28.2404
-4.92411,-1.61975,27.5789
-4.61036,-1.63889,26.9296
-4.32959,-1.68421,26.2941
-4.08095,-1.75171,25.6734
-3.86334,-1.83809,25.068
-3.67545,-1.94072,24.4786
-3.51592,-2.05755,23.9053
-3.38331,-2.18708,23.3484
-3.27621,-2.3283,22.8081
-3.19329,-2.48058,22.2846
-3.13327,-2.64368,21.7781
-3.09501,-2.81767,21.2888
-3.07748,-3.0029,20.8172
-3.07982,-3.19994,20.3636
-3.10129,-3.40957,19.9284
-3.14131,-3.63274,19.5124
-3.19946,-3.87055,19.1163
-3.27546,-4.12422,18.7409
-3.36919,-4.39508,18.3873
-3.48067,-4.68454,18.0568
-3.61004,-4.99406,17.7509
-3.75759,-5.32515,17.4713
-3.9237,-5.67931,17.22
-4.10889,-6.05799,16.9994
-4.31373,-6.46259,16.8122
-4.53889,-6.89435,16.6614
-4.78506,-7.35429,16.5507
-5.05298,-7.84316,16.484
-5.34333,-8.36126,16.4658
-5.65676,-8.90838,16.5011
-5.9938,-9.48358,16.5955
-6.35479,-10.0851,16.7549
-6.73983,-10.7099,16.9859
-7.14865,-11.3539,17.2949
-7.58055,-12.0111,17.689
-8.03423,-12.674,18.1747
-8.50771,-13.3328,18.7581
-8.99815,-13.9755,19.4444
-9.50174,-14.5878,20.237
-10.0135,-15.1531,21.1372
-10.5274,-15.6526,22.1432
-11.0359,-16.0662,23.2493
-11.5304,-16.3729,24.4451
-12.0009,-16.5519,25.7151
-12.4368,-16.5844,27.0384
-12.8266,-16.455,28.3886
-13.1587,-16.1532,29.7346
-13.4219,-15.6754,31.042
-13.6063,-15.0259,32.2749
-13.7034,-14.2173,33.3982
-13.7075,-13.2703,34.3803
-13.6155,-12.213,35.1952
-13.4276,-11.0784,35.8243
-13.1474,-9.90234,36.2579
-12.7813,-8.72067,36.4955
-12.3387,-7.56676,36.5445
-11.831,-6.46946,36.4196
-11.2708,-5.45171,36.1401
-10.6717,-4.52986,35.7288
-10.0469,-3.71377,35.2093
-9.40915,-3.00739,34.6047
-8.77018,-2.40968,33.9364
-8.14021,-1.91578,33.2232
-7.52791,-1.51813,32.4812
-6.94033,-1.20747,31.7234
-6.3829,-0.973742,30.9599
-5.85958,-0.806779,30.1987
-5.37301,-0.696771,29.4455
-4.92465,-0.634624,28.7043
-4.51503,-0.612149,27.9778
-4.14388,-0.622162,27.2678
-3.81031,-0.658502,26.5753
-3.51301,-0.715998,25.9007
-3.25032,-0.790408,25.2442
-3.02039,-0.87833,24.6057
-2.82124,-0.977116,23.9849
-2.6509,-1.08478,23.3815
-2.50737,-1.1999,22.7953
-2.38879,-1.32155,22.2259
-2.29336,-1.44922,21.673
-2.21944,-1.58277,21.1364
-2.16555,-1.72233,20.6159
-2.13038,-1.8683,20.1114
-2.11279,-2.02131,19.6229
-2.1118,-2.18215,19.1503
-2.12663,-2.35179,18.6937
-2.15665,-2.53133,18.2534
-2.20144,-2.722,17.8295
-2.2607,-2.92515,17.4225
-2.33432,-3.14225,17.0328
-2.42232,-3.37486,16.661
-2.52491,-3.62466,16.308
-2.64241,-3.8934,15.9746
-2.77529,-4.18294,15.6622
-2.92416,-4.49522,15.372
-3.08977,-4.83224,15.1058
-3.27297,-5.19607,14.8657
-3.47473,-5.58878,14.654
-3.69615,-6.01245,14.4736
-3.9384,-6.4691,14.3277
-4.20272,-6.96061,14.2204
-4.49041,-7.48863,14.156
-4.8028,-8.05451,14.1398
-5.14118,-8.65908,14.1777
-5.50677,-9.30251,14.2764
-5.90066,-9.98407,14.4435
-6.32369,-10.7018,14.6872
-6.77639,-11.4523,15.0168
-7.2588,-12.2302,15.4417
-7.77036,-13.0279,15.9721
-8.30969,-13.8349,16.6178
-8.87442,-14.6378,17.388
-9.46093,-15.4194,18.2907
-10.0642,-16.159,19.3315
-10.6774,-16.8323,20.5122
-11.292,-17.4117,21.8301
-11.8975,-17.8673,23.276
-12.4815,-18.1682,24.8333
-13.0299,-18.285,26.4771
-13.5272,-18.1917,28.1735
-13.9573,-17.8692,29.881
-14.3044,-17.3079,31.5511
-14.5534,-16.5101,33.1323
-14.692,-15.4914,34.5729
-14.7109,-14.2806,35.8259
-14.605,-12.9184,36.8528
-14.3743,-11.4537,37.6273
-14.0233,-9.93961,38.1371
-13.5614,-8.42887,38.384
-13.0018,-6.96945,38.3829
-12.3607,-5.60128,38.1589
-11.6561,-4.35418,37.7439
-10.9065,-3.24733,37.1729
-10.1301,-2.28983,36.4811
-9.34378,-1.48213,35.7015
-8.56242,-0.817946,34.8629
-7.79872,-0.286234,33.9895
-7.06294,0.126945,33.1004
-6.36298,0.436899,32.2103
-5.70451,0.659106,31.3298
-5.09118,0.808383,30.4661
-4.52499,0.898354,29.6238
-4.00649,0.941153,28.8055
-3.53511,0.947319,28.0123
-3.10941,0.925804,27.2444
-2.72729,0.884067,26.5015
-2.38623,0.828206,25.7825
-2.08343,0.763122,25.0865
-1.81593,0.692672,24.4124
-1.58072,0.619831,23.759
-1.37484,0.546835,23.1253
-1.19545,0.475308,22.5103
-1.03981,0.40638,21.9131
-0.905393,0.340782,21.3329
-0.789827,0.278932,20.7689
-0.690955,0.221002,20.2206
-0.606815,0.166977,19.6873
-0.53564,0.116707,19.1684
-0.475851,0.0699344,18.6635
-0.426045,0.0263354,18.1722
-0.38499,-0.0144639,17.694
-0.351605,-0.0528671,17.2285
-0.324953,-0.0892942,16.7754
-0.304225,-0.124173,16.3343
-0.288731,-0.157933,15.9049
-0.277888,-0.191001,15.4868
-0.271206,-0.223798,15.0799
-0.268286,-0.256744,14.6837
-0.268802,-0.290252,14.298
-0.272503,-0.324739,13.9226
-0.279197,-0.36062,13.5572
-0.288753,-0.398316,13.2015
-0.301092,-0.438261,12.8553
-0.316185,-0.480901,12.5184
-0.334048,-0.526703,12.1907
-0.354743,-0.576158,11.8717
-0.378372,-0.629788,11.5615
-0.405081,-0.688153,11.2598
-0.435056,-0.751856,10.9665
-0.468525,-0.821553,10.6815
-0.505759,-0.897957,10.4045
-0.547077,-0.981848,10.1356
-0.592843,-1.07408,9.87467
-0.643473,-1.17561,9.62169
-0.699436,-1.28745,9.37665
-0.761263,-1.41077,9.13963
-0.829548,-1.54684,8.91073
-0.904954,-1.69704,8.69013
-0.988225,-1.86293,8.47807
-1.08019,-2.04622,8.27492
-1.18175,-2.2488,8.08113
-1.29395,-2.47276,7.8973
-1.41791,-2.72039,7.72422
-1.55489,-2.99422,7.56285
-1.70626,-3.29702,7.41444
-1.87357,-3.63182,7.2805
-2.0585,-4.00191,7.16294
-2.2629,-4.41087,7.0641
-2.4888,-4.86253,6.98687
-2.73842,-5.36097,6.93481
-3.01414,-5.91048,6.91222
-3.31858,-6.51549,6.92439
-3.65448,-7.18047,6.9777
-4.02477,-7.9098,7.07988
-4.43251,-8.70751,7.24018
-4.88081,-9.57701,7.46966
-5.37277,-10.5206,7.78138
-5.91133,-11.5391,8.19064
-6.49913,-12.6308,8.71506
-7.13824,-13.7909,9.37468
-7.82989,-15.0101,10.1917
-8.57401,-16.2734,11.1898
-9.3688,-17.5585,12.3935
-10.2101,-18.8346,13.8263
-11.0907,-20.0607,15.508
-11.9998,-21.1853,17.4518
-12.9219,-22.1462,19.66
-13.8371,-22.8731,22.1191
-14.7199,-23.2912,24.7951
-15.5406,-23.3279,27.6299
-16.2658,-22.9222,30.5401
-16.8602,-22.0347,33.4193
-17.2898,-20.6577,36.1457
-17.5249,-18.8219,38.5939
-17.5434,-16.5981,40.6498
-17.3339,-14.0913,42.2262
-16.8973,-11.4291,43.2735
-16.2467,-8.74509,43.7858
-15.4067,-6.16289,43.7975
-14.41,-3.78267,43.3752
-13.2943,-1.67376,42.6048
-12.0989,0.126829,41.5786
-10.8612,1.61086,40.3842
-9.61486,2.79242,39.0977
-8.3882,3.7005,37.7795
-7.2036,4.37218,36.4743
-6.07763,4.84723,35.2122
-5.02155,5.16433,34.0115
-4.04199,5.35874,32.8814
-3.14181,5.46122,31.8247
-2.32093,5.49769,30.84
-1.577,5.48946,29.9231
-0.906115,5.45363,29.0691
-0.303253,5.40373,28.2721
0.237244,5.35027,27.5267
0.721381,5.3013,26.8278
1.15526,5.2629,26.171
1.54489,5.23958,25.5524
1.89609,5.23466,24.9691
2.21439,5.25048,24.4185
2.50498,5.28872,23.8988
2.77268,5.35048,23.4085
3.02196,5.43652,22.9468
3.25689,5.54728,22.5132
3.48122,5.68303,22.1075
3.69833,5.84391,21.7299
3.91131,6.02993,21.381
4.12294,6.24106,21.0616
4.33573,6.47719,20.7728
4.55194,6.73815,20.5159
4.77361,7.02367,20.2926
5.00252,7.33337,20.1049
5.24027,7.6667,19.9548
5.48823,8.02291,19.845
5.74755,8.40097,19.778
6.01918,8.79949,19.7569
6.3038,9.21663,19.7847
6.60184,9.65002,19.8648
6.91343,10.0967,20.0005
7.23836,10.5528,20.1953
7.57605,11.0138,20.4522
7.92549,11.4741,20.7742
8.2852,11.9273,21.1637
8.65315,12.3657,21.6223
9.02674,12.7807,22.1505
9.40276,13.1628,22.7478
9.77735,13.5016,23.4115
10.146,13.7864,24.1375
10.5036,14.006,24.9191
10.8445,14.15,25.7474
11.1626,14.2086,26.6107
11.4516,14.1736,27.4952
11.7049,14.0392,28.3848
11.9164,13.8023,29.2618
12.0802,13.4631,30.1073
12.1914,13.0258,30.9026
12.246,12.4981,31.6294
12.2412,11.8913,32.2716
12.1759,11.2197,32.8155
12.0504,10.5001,33.2509
11.8667,9.75034,33.5713
11.6285,8.98886,33.7744
11.3407,8.2333,33.8616
11.0092,7.49974,33.838
10.6412,6.80207,33.7113
10.244,6.15147,33.4913
9.82526,5.55629,33.1892
9.39267,5.02201,32.817
8.95348,4.55151,32.3863
8.51442,4.14539,31.9084
8.08157,3.80236,31.3937
7.66021,3.51971,30.8515
7.25482,3.29372,30.29
6.86908,3.12004,29.7161
6.50585,2.99398,29.1356
6.16731,2.91084,28.5532
5.85496,2.86605,27.9729
5.56976,2.85533,27.3979
5.31216,2.87479,26.8305
5.08225,2.92101,26.2729
4.87979,2.99101,25.7267
4.70431,3.0823,25.1932
4.55515,3.19284,24.6734
4.43158,3.32104,24.1684
4.33277,3.46568,23.6791
4.25789,3.62594,23.2061
4.20611,3.80128,22.7504
4.17667,3.99148,22.3128
4.16885,4.19656,21.8941
4.18202,4.41675,21.4954
4.21563,4.65244,21.1175
4.26925,4.90418,20.7618
4.34252,5.17262,20.4294
4.4352,5.45848,20.122
4.54714,5.76252,19.841
4.67827,6.08547,19.5885
4.82859,6.42805,19.3664
4.99819,6.79085,19.1772
5.18717,7.17431,19.0234
5.39567,7.57866,18.9079
5.62381,8.00381,18.8339
5.87169,8.44932,18.8049
6.13932,8.91424,18.8245
6.42661,9.39704,18.8968
6.73328,9.89547,19.0259
7.05884,10.4064,19.2161
7.40248,10.9259,19.4716
7.76307,11.4486,19.7965
8.13898,11.9683,20.1945
8.52812,12.477,20.6685
8.92776,12.9659,21.2207
9.33451,13.4245,21.8519
9.74426,13.8412,22.5609
10.1521,14.2034,23.3446
10.5525,14.4979,24.1973
10.939,14.7116,25.1105
11.3046,14.8318,26.0723
11.6419,14.8474,27.0678
11.9431,14.7494,28.0793
12.2006,14.5322,29.0862
12.4071,14.1939,30.0665
12.556,13.7373,30.9971
12.6418,13.1698,31.8557
12.6605,12.5038,32.6214
12.61,11.7556,33.2766
12.4899,10.9449,33.8076
12.3019,10.0935,34.2055
12.0497,9.22379,34.4663
11.7388,8.35775,34.5913
11.376,7.51544,34.5862
10.9695,6.71418,34.4603
10.528,5.96786,34.2257
10.0605,5.28672,33.8963
9.57618,4.67734,33.4865
9.08355,4.14293,33.0109
8.59059,3.68383,32.483
8.10442,3.29803,31.9153
7.6312,2.98176,31.3188
7.17608,2.73006,30.7029
6.74321,2.53726,30.0755
6.3358,2.3974,29.443
5.95617,2.30451,28.8105
5.60587,2.25292,28.1822
5.28577,2.23736,27.561
4.99621,2.2531,26.9494
4.73704,2.29599,26.3493
4.50779,2.36248,25.7621
4.3077,2.44961,25.1887
4.13584,2.55499,24.63
3.99117,2.67673,24.0866
3.87258,2.81344,23.5592
3.77897,2.96415,23.0482
3.70927,3.12827,22.5541
3.66245,3.30555,22.0776
3.63759,3.49603,21.619
3.63388,3.7,21.1791
3.6506,3.91796,20.7586
3.68718,4.1506,20.3583
3.74316,4.39877,19.9793
3.81822,4.66342,19.6225
3.91216,4.94561,19.2893
4.0249,5.24644,18.9812
4.15649,5.56705,18.6999
4.30708,5.90858,18.4474
4.47689,6.27211,18.2258
4.66624,6.6586,18.0378
4.87549,7.06889,17.8862
5.10505,7.50357,17.7743
5.35533,7.96291,17.7057
5.62668,8.44677,17.6843
5.91943,8.95451,17.7146
6.23373,9.48479,17.8013
6.5696,10.0355,17.9494
6.92677,10.6034,18.1643
7.30467,11.1843,18.4514
7.7023,11.7726,18.816
8.11813,12.361,19.263
8.55005,12.9407,19.7969
8.99518,13.5011,20.4209
9.44985,14.0298,21.137
9.90947,14.5126,21.9447
10.3685,14.9342,22.8414
10.8203,15.2781,23.8208
11.2574,15.5275,24.8733
11.6714,15.6664,25.9849
12.0533,15.6802,27.1377
12.3936,15.5574,28.3095
12.6829,15.2906,29.4751
12.9122,14.8776,30.6066
13.0735,14.3223,31.6752
13.1601,13.6347,32.653
13.1672,12.8313,33.5145
13.0925,11.9339,34.2384
12.936,10.9682,34.8092
12.7003,9.96245,35.2177
12.3905,8.94504,35.4618
12.0139,7.94306,35.5455
11.5796,6.98053,35.4786
11.0977,6.07731,35.2752
10.5792,5.24842,34.9521
10.0352,4.50394,34.5278
9.47644,3.84926,34.0207
8.91296,3.28567,33.4486
8.35381,2.81112,32.8276
7.80683,2.42101,32.1718
7.27862,2.109,31.4934
6.77446,1.86773,30.8021
6.29843,1.68936,30.106
5.85345,1.56609,29.4111
5.44144,1.49044,28.7221
5.06347,1.45551,28.0424
4.71986,1.45509,27.3746
4.41035,1.48376,26.7203
4.13424,1.53688,26.0807
3.89048,1.61056,25.4566
3.6778,1.70163,24.8484
3.49476,1.80761,24.2566
3.33986,1.92659,23.6811
3.2116,2.05719,23.1223
3.1085,2.19852,22.5801
3.02916,2.35007,22.0547
2.97227,2.51171,21.5463
2.93667,2.68358,21.055
2.92133,2.86612,20.5811
2.92536,3.05997,20.1249
2.94804,3.26598,19.6869
2.98879,3.48516,19.2677
3.0472,3.71866,18.8679
3.12302,3.96778,18.4884
3.21614,4.23389,18.1301
3.32661,4.51847,17.7942
3.4546,4.82306,17.4822
3.60043,5.14924,17.1956
3.76452,5.49861,16.9366
3.94744,5.87276,16.7072
4.14982,6.2732,16.5101
4.37237,6.70136,16.3484
4.61588,7.15846,16.2254
4.88116,7.64546,16.1453
5.16901,8.16297,16.1123
5.48019,8.71109,16.1316
5.81539,9.28926,16.2087
6.17511,9.8961,16.3497
6.55963,10.5292,16.5611
6.96894,11.1847,16.8501
7.40256,11.8575,17.2238
7.85948,12.5403,17.6894
8.33803,13.2239,18.2538
8.83567,13.8968,18.9229
9.34892,14.5449,19.7015
9.87313,15.1516,20.5922
10.4024,15.698,21.5945
10.9296,16.1631,22.7043
11.446,16.5248,23.9129
11.9419,16.7609,25.2062
12.406,16.8502,26.5641
12.8266,16.7748,27.9607
13.1916,16.5214,29.3649
13.4887,16.0834,30.7411
13.707,15.4622,32.0514
13.8369,14.6685,33.2581
13.8714,13.7217,34.326
13.8061,12.6495,35.2254
13.6404,11.4857,35.9342
13.3767,10.2682,36.4396
13.0212,9.03519,36.7384
12.583,7.82333,36.8367
12.0734,6.66465,36.7484
11.5058,5.58509,36.4935
10.8941,4.60358,36.0956
10.2524,3.73195,35.5799
9.59436,2.97547,34.9713
8.93255,2.33383,34.293
8.27805,1.80238,33.5656
7.64028,1.37334,32.8065
7.02694,1.03698,32.03
6.444,0.782579,31.2473
5.89586,0.599208,30.4668
5.38543,0.476297,29.6948
4.9144,0.404013,28.9355
4.48341,0.373483,28.192
4.09222,0.376913,27.4659
3.73995,0.407608,26.7582
3.42522,0.459941,26.0693
3.14627,0.529281,25.3993
2.90114,0.611903,24.7479
2.68771,0.704888,24.1148
2.50386,0.80602,23.4995
2.34745,0.913694,22.9017
2.21644,1.02682,22.3209
2.1089,1.14476,21.7567
2.02304,1.26722,21.2087
1.95722,1.39425,20.6767
1.90999,1.52614,20.1604
1.88006,1.6634,19.6597
1.86632,1.80674,19.1744
1.86786,1.957,18.7045
1.88393,2.1152,18.25
1.91395,2.28246,17.8109
1.95752,2.46001,17.3875
2.0144,2.64921,16.98
2.08448,2.8515,16.5888
2.16785,3.06844,16.2143
2.2647,3.30169,15.8573
2.37539,3.553,15.5185
2.50041,3.82424,15.1988
2.64038,4.11735,14.8995
2.79607,4.43439,14.6221
2.96836,4.7775,14.3683
3.15826,5.14886,14.1402
